Hours_Studied,Attendance,Parental_Involvement,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Gender,Exam_Score
28,69,Medium,No,8,99,Low,Yes,0,High,Medium,Private,3,Female,67
12,72,Medium,Yes,7,90,Medium,Yes,0,High,Medium,Public,3,Male,63
2,98,Low,Yes,7,80,High,Yes,2,Low,High,Public,1,Male,66
21,93,Medium,Yes,7,80,Medium,Yes,3,High,Medium,Public,1,Male,70
31,88,Medium,No,6,62,Medium,Yes,2,Low,Medium,Private,4,Male,70
27,63,Low,Yes,8,87,Medium,Yes,3,Low,High,Private,3,Female,67
21,77,Low,No,7,99,High,Yes,3,Medium,High,Public,3,Male,69
17,82,High,No,9,56,Low,Yes,3,High,Medium,Public,2,Female,66
25,67,Medium,No,9,82,Medium,Yes,1,Medium,Medium,Public,3,Female,67
14,78,High,Yes,7,76,Medium,Yes,0,High,Medium,Public,2,Female,65
23,84,High,Yes,8,93,Medium,Yes,1,High,Medium,Public,3,Male,72
23,73,High,No,6,50,Medium,Yes,1,Medium,Medium,Public,3,Male,68
26,91,High,Yes,7,57,Low,Yes,3,Medium,Medium,Public,3,Male,72
37,94,High,Yes,8,52,High,Yes,1,Low,Medium,Private,3,Male,76
22,73,Medium,Yes,5,58,Medium,Yes,4,Low,Medium,Public,3,Female,65
17,94,Low,No,8,85,Medium,Yes,1,Medium,Low,Public,4,Male,68
20,64,Medium,Yes,6,57,Medium,Yes,3,Low,High,Public,4,Female,65
9,94,Medium,Yes,6,81,Low,Yes,0,Low,High,Public,3,Male,66
16,66,Low,No,6,93,Medium,Yes,7,Low,Medium,Public,2,Male,63
18,63,Medium,No,7,52,Medium,Yes,2,High,High,Public,3,Female,63
17,86,Medium,Yes,5,51,Medium,Yes,2,Low,Medium,Private,2,Male,66
21,79,High,Yes,8,99,Medium,Yes,2,Low,High,Public,4,Male,69
15,96,Medium,Yes,7,84,High,Yes,3,Medium,Low,Public,1,Male,72
27,75,Medium,Yes,10,57,Medium,Yes,3,High,Low,Public,3,Male,66
20,71,Medium,Yes,7,65,Medium,No,2,Medium,Medium,Public,4,Female,64
20,80,Medium,Yes,8,99,Low,Yes,0,Low,High,Private,3,Male,67
18,78,High,Yes,6,61,Low,Yes,1,Low,Medium,Private,5,Male,67
21,74,Low,Yes,5,88,Medium,Yes,1,Medium,High,Public,1,Male,66
25,88,Medium,Yes,8,62,Low,Yes,2,Low,Medium,Public,2,Female,68
15,90,Medium,No,5,70,Medium,Yes,0,Medium,Medium,Private,2,Male,65
16,94,Medium,Yes,8,94,High,Yes,2,Low,High,Private,3,Male,71
18,99,Medium,Yes,10,51,Medium,Yes,1,Medium,Low,Public,4,Male,71
12,71,Medium,Yes,8,65,Medium,Yes,1,Medium,High,Private,2,Male,62
15,89,Medium,Yes,8,74,Low,Yes,2,Medium,High,Public,2,Male,69
17,76,Medium,No,7,81,Low,Yes,4,High,Medium,Private,2,Male,65
25,87,High,No,6,51,Low,Yes,3,Medium,Medium,Public,3,Male,70
22,79,Medium,Yes,7,71,Medium,Yes,2,Low,,Private,2,Male,66
21,100,Medium,No,6,67,Medium,Yes,0,High,Medium,Public,3,Male,70
25,89,Medium,No,5,51,Low,Yes,2,Medium,High,Private,2,Female,70
19,98,Low,Yes,7,68,Medium,Yes,1,Low,Medium,Private,4,Female,69
22,93,High,Yes,9,97,Medium,Yes,2,Medium,Medium,Public,3,Male,71
19,96,Medium,No,5,64,Medium,Yes,1,Medium,Medium,Public,3,Male,69
22,93,High,No,9,79,Medium,Yes,2,Medium,High,Public,2,Female,73
17,78,Medium,Yes,9,65,Low,Yes,1,Medium,High,Public,4,Female,65
5,70,High,Yes,8,55,Medium,Yes,3,Low,Medium,Public,3,Male,62
19,75,Medium,No,8,64,Medium,Yes,2,High,Low,Public,5,Female,67
29,61,Low,Yes,7,74,High,Yes,1,Medium,Medium,Public,3,Male,65
26,81,Low,No,7,65,Low,Yes,1,Medium,Medium,Public,3,Male,65
26,80,Medium,Yes,6,81,Medium,Yes,0,Medium,Medium,Public,2,Female,70
27,81,Medium,Yes,7,97,Low,Yes,1,Medium,Medium,Public,2,Female,70
21,99,Medium,Yes,7,53,Medium,Yes,0,Medium,Low,Public,4,Female,71
21,96,High,No,10,86,Low,Yes,1,Low,High,Public,3,Male,71
16,66,Medium,Yes,8,50,Low,Yes,1,Medium,High,Public,4,Male,62
18,75,Medium,No,7,50,Medium,Yes,4,Low,Medium,Public,2,Female,65
24,77,High,Yes,7,57,Medium,Yes,3,Medium,High,Public,2,Male,84
27,74,Medium,Yes,6,74,Medium,Yes,2,Medium,High,Public,2,Male,68
19,92,High,Yes,6,52,Medium,Yes,3,High,Medium,Public,1,Male,70
17,81,Medium,No,8,86,Medium,Yes,1,Medium,Medium,Private,3,Male,68
20,83,Medium,No,6,51,Medium,Yes,2,Low,High,Public,4,Male,67
24,94,Low,Yes,6,75,Low,Yes,1,Low,High,Public,4,Female,69
11,92,High,Yes,6,84,Medium,Yes,2,Low,Low,Public,1,Female,68
6,65,High,No,6,62,Medium,No,3,Low,Low,Public,1,Male,59
17,89,High,Yes,9,79,Medium,No,0,Medium,Medium,Public,2,Female,67
13,77,Medium,Yes,7,63,Low,Yes,0,High,Low,Public,1,Male,63
17,72,High,Yes,7,61,Low,Yes,1,Medium,Medium,Public,4,Female,65
19,62,Medium,No,7,91,Low,Yes,1,Low,Medium,Public,3,Male,63
17,79,Medium,No,7,67,Low,Yes,1,Low,Medium,Private,3,Female,64
29,74,High,Yes,6,91,High,Yes,3,Low,High,Public,4,Female,72
22,70,Low,Yes,5,61,High,Yes,1,Low,Medium,Public,3,Male,63
22,88,Medium,No,9,68,Medium,No,2,Medium,Medium,Public,2,Male,66
24,91,Medium,Yes,8,55,Low,Yes,0,Medium,Low,Private,2,Female,67
13,70,High,Yes,8,75,High,Yes,1,High,Medium,Public,2,Male,66
26,62,Medium,Yes,8,69,Medium,Yes,2,Medium,High,Public,3,Female,66
20,94,Medium,Yes,10,50,Low,Yes,1,Low,High,Private,4,Female,68
24,60,High,No,6,73,Medium,Yes,1,Low,Medium,Private,5,Male,66
14,97,Medium,Yes,5,54,Medium,Yes,3,Medium,Medium,Public,2,Female,68
11,85,Medium,Yes,8,92,Low,Yes,2,Medium,Medium,Public,4,Female,65
25,73,Medium,Yes,5,75,Low,Yes,0,Medium,Medium,Private,2,Female,67
22,70,High,No,7,85,Medium,Yes,0,High,Medium,Private,3,Male,64
15,60,Low,No,7,91,Low,Yes,0,Low,Medium,Private,2,Male,59
15,69,Medium,Yes,8,53,Low,No,0,High,Medium,Private,3,Male,60
27,66,Low,No,6,67,Low,Yes,1,High,High,Public,4,Female,65
13,84,Medium,Yes,9,51,High,Yes,0,Low,Medium,Public,4,Female,64
30,67,Medium,No,6,52,Medium,Yes,1,Low,Medium,Public,1,Female,66
15,81,Medium,Yes,8,52,Medium,Yes,0,Medium,Medium,Public,2,Male,65
24,84,Medium,Yes,6,74,Medium,Yes,2,Medium,High,Public,2,Male,69
18,72,High,Yes,8,73,Medium,Yes,0,Medium,Medium,Private,4,Female,66
24,61,High,Yes,5,53,Medium,Yes,1,Low,High,Private,5,Female,65
17,61,High,No,7,63,Low,Yes,1,Medium,Medium,Public,4,Female,62
19,61,Medium,No,9,62,Medium,Yes,2,Medium,Medium,Public,2,Female,60
20,90,Low,No,7,65,Low,No,4,Low,High,Public,4,Female,68
14,73,Medium,Yes,9,82,Medium,Yes,1,Medium,Medium,Public,3,Female,64
24,92,High,No,7,85,High,Yes,0,Medium,Medium,Public,3,Female,73
17,77,Medium,Yes,6,67,Low,Yes,1,Low,Medium,Public,1,Male,64
19,78,High,No,7,89,Medium,Yes,2,Medium,Medium,Public,4,Female,69
14,81,Low,No,8,71,Low,Yes,1,Low,High,Public,3,Female,63
5,89,Medium,Yes,4,76,High,Yes,2,Medium,Medium,Public,3,Male,65
19,71,Medium,No,8,57,Medium,Yes,2,Medium,High,Public,4,Male,65
34,65,Medium,Yes,6,62,High,Yes,0,Medium,High,Public,3,Male,67
25,82,Medium,Yes,5,86,Medium,No,0,Low,Low,Public,4,Male,67
20,73,Medium,No,8,99,Low,Yes,1,Medium,Medium,Private,3,Male,66
18,78,Medium,Yes,9,85,High,Yes,1,Low,High,Private,2,Male,68
20,86,Medium,Yes,7,53,Medium,Yes,1,Low,High,Public,2,Male,65
23,80,Low,Yes,5,57,Medium,Yes,1,Low,Medium,Public,4,Male,66
13,85,High,Yes,6,72,Medium,Yes,2,Low,Medium,Public,1,Female,66
27,82,Medium,Yes,6,87,Low,No,2,Low,High,Public,2,Male,69
24,90,Medium,No,7,58,Medium,Yes,2,Low,Medium,Private,2,Male,70
24,88,Medium,Yes,7,88,Medium,Yes,2,Medium,High,Private,2,Male,71
23,81,High,No,8,78,High,Yes,4,Low,Low,Public,3,Male,70
20,87,Medium,No,8,89,Low,Yes,2,Medium,Medium,Public,3,Male,68
24,95,High,Yes,8,78,Medium,Yes,2,Low,High,Public,2,Female,73
24,77,Medium,No,8,80,High,Yes,1,Low,High,Public,2,Female,68
18,77,Medium,Yes,7,62,Low,Yes,2,High,Medium,Private,4,Male,66
17,91,Medium,Yes,10,86,Low,Yes,1,Medium,Medium,Public,3,Female,67
21,83,Medium,Yes,8,92,Low,Yes,2,Medium,Medium,Private,4,Male,66
29,63,Medium,Yes,8,94,Medium,Yes,0,Medium,High,Private,2,Female,69
13,96,Medium,No,10,51,Medium,Yes,1,Low,Low,Public,3,Female,67
11,61,Medium,Yes,7,81,High,Yes,5,Medium,Low,Public,4,Male,61
21,90,Medium,No,6,99,Medium,Yes,2,Low,Medium,Private,3,Female,70
20,90,High,No,9,79,Medium,Yes,2,Low,Medium,Public,2,Female,70
21,98,Medium,Yes,9,59,High,No,3,Medium,Medium,Public,3,Female,70
21,62,Medium,No,7,94,Low,Yes,1,Low,High,Private,3,Female,64
19,84,High,No,10,63,Medium,Yes,0,Low,Medium,Public,3,Female,65
29,77,Medium,No,7,52,Medium,Yes,5,Low,Medium,Public,4,Female,70
10,73,Low,Yes,8,72,Low,Yes,1,Low,High,Public,2,Female,62
15,64,High,Yes,9,55,High,Yes,1,Medium,Low,Public,3,Female,64
19,83,Medium,Yes,7,56,Medium,Yes,1,Medium,Low,Private,3,Female,67
10,79,High,No,8,73,High,No,1,Low,Low,Public,4,Female,63
19,64,Low,Yes,9,81,High,Yes,0,Medium,High,Public,3,Male,62
30,84,Low,No,6,95,Medium,Yes,2,High,High,Public,2,Male,72
20,90,Low,No,6,85,High,No,3,Low,High,Private,2,Male,69
21,91,Medium,Yes,9,92,Medium,Yes,5,Low,Medium,Private,2,Male,72
12,96,Low,Yes,7,71,High,Yes,2,Medium,Medium,Private,2,Male,68
16,76,Low,No,6,66,Low,Yes,1,Medium,Medium,Private,3,Female,64
18,98,High,Yes,7,80,Low,Yes,3,Low,Medium,Private,1,Female,72
18,95,High,Yes,8,85,Low,Yes,2,Low,High,Public,3,Female,73
28,72,High,Yes,5,78,Low,No,5,Medium,Low,Private,2,Male,67
23,66,High,Yes,8,63,Medium,Yes,0,Low,Medium,Public,4,Female,64
13,77,Medium,Yes,8,68,Low,Yes,3,High,Medium,Private,3,Female,65
21,76,High,Yes,9,72,Low,Yes,1,Low,High,Public,3,Female,67
23,83,Medium,Yes,7,51,Low,Yes,3,Medium,High,Public,2,Male,68
27,83,Medium,Yes,9,94,Medium,Yes,2,Low,High,Public,2,Male,72
29,90,High,Yes,7,76,Low,Yes,1,Medium,Low,Public,3,Female,71
14,80,Medium,Yes,7,88,Medium,Yes,1,Medium,Medium,Private,3,Male,66
15,64,High,No,7,59,Low,Yes,0,Low,Medium,Public,3,Female,59
12,94,Medium,Yes,10,78,Medium,Yes,1,Medium,High,Public,2,Female,68
19,72,Low,Yes,5,96,Low,No,3,Low,Low,Public,2,Female,64
23,99,Low,No,8,61,Low,Yes,2,High,High,Private,3,Female,70
26,65,Low,Yes,7,67,Medium,Yes,4,High,Medium,Private,3,Female,65
20,98,High,Yes,7,69,High,No,2,High,High,Public,2,Female,72
18,64,High,No,8,69,Medium,Yes,3,High,Medium,Public,3,Male,66
21,69,Medium,Yes,9,80,High,Yes,2,Medium,High,Public,5,Male,68
15,62,Medium,No,8,70,Medium,Yes,1,Low,Medium,Private,3,Male,62
33,88,Medium,No,9,84,Medium,Yes,1,Low,Medium,Public,3,Male,70
10,94,High,Yes,7,74,High,Yes,3,High,Medium,Public,3,Male,70
21,77,Medium,Yes,7,58,Medium,Yes,0,Low,High,Public,3,Male,64
32,97,High,Yes,5,97,Low,Yes,1,Low,High,Public,5,Female,76
20,84,Medium,Yes,10,62,High,Yes,1,Medium,Medium,Public,2,Male,67
19,85,High,No,7,78,Low,Yes,2,Low,High,Private,3,Male,69
18,94,Medium,Yes,7,53,Medium,Yes,4,Medium,High,Public,3,Female,68
19,72,Medium,Yes,8,96,Low,Yes,1,Medium,High,Public,2,Female,67
28,74,Medium,Yes,9,96,Low,Yes,0,High,High,Private,3,Female,69
7,96,High,Yes,6,68,Medium,Yes,2,Low,High,Public,1,Female,67
29,96,High,Yes,9,56,Low,Yes,0,Low,High,Private,4,Male,73
11,99,Medium,Yes,7,88,High,No,4,Medium,Low,Private,3,Male,71
18,96,Medium,No,9,63,Medium,Yes,4,Low,Medium,Private,3,Male,70
17,65,High,Yes,6,85,Medium,Yes,1,Low,Medium,Private,3,Male,65
24,93,High,Yes,8,96,Medium,Yes,0,Medium,Medium,Public,1,Male,73
10,76,Medium,Yes,7,80,Medium,Yes,1,Low,High,Public,4,Female,65
23,100,Low,Yes,5,93,Medium,Yes,4,Low,Medium,Private,3,Male,73
32,79,Low,Yes,5,61,Medium,Yes,0,Low,High,Public,3,Male,70
12,82,High,Yes,6,96,High,Yes,0,Low,Low,Private,4,Male,66
21,81,Low,Yes,8,61,High,Yes,3,Medium,Low,Public,5,Female,66
16,73,Medium,Yes,4,61,Low,Yes,4,Low,High,Private,5,Male,64
23,63,Medium,Yes,8,94,High,Yes,2,Medium,Medium,Public,5,Male,68
20,96,Medium,No,7,78,Medium,Yes,1,High,High,Public,2,Male,70
16,92,Medium,Yes,4,90,High,Yes,6,High,Medium,Private,3,Male,72
23,66,Medium,No,6,90,Medium,Yes,2,Low,Medium,Public,3,Male,66
31,91,Medium,Yes,6,82,Medium,Yes,2,Medium,High,Public,3,Male,74
19,85,High,No,7,59,Low,Yes,0,Medium,High,Private,4,Male,67
24,76,High,Yes,9,85,Medium,Yes,2,Low,Medium,Private,2,Female,71
12,70,Low,Yes,9,53,Medium,Yes,2,Low,Medium,Public,2,Male,60
14,94,Low,No,6,60,Medium,Yes,3,High,Medium,Public,3,Female,68
23,88,Medium,No,6,82,Medium,Yes,0,Medium,Medium,Private,3,Male,69
29,82,High,No,5,95,Medium,Yes,2,Medium,High,Public,3,Male,74
22,84,High,Yes,6,89,Medium,Yes,2,Medium,Medium,Public,3,Male,71
18,64,High,Yes,6,67,High,Yes,0,Low,Medium,Private,4,Male,63
20,79,High,Yes,7,91,High,No,2,Low,Medium,Private,4,Male,66
12,68,Medium,No,7,98,Medium,Yes,1,Medium,High,Private,4,Male,65
24,68,Low,No,6,67,High,No,0,Low,High,Private,3,Female,60
25,86,Medium,Yes,6,59,Medium,Yes,3,Low,Medium,Public,3,Female,69
17,96,High,No,6,60,Medium,Yes,1,Low,Medium,Public,3,Female,69
17,76,Medium,Yes,6,70,Low,Yes,2,High,Medium,Public,4,Male,67
22,68,High,Yes,9,53,High,Yes,1,Medium,Medium,Public,2,Female,65
17,86,High,Yes,8,74,Medium,Yes,1,Low,High,Private,4,Male,70
20,95,High,Yes,8,87,Low,Yes,0,Low,Medium,Private,3,Female,71
33,90,Low,Yes,9,77,Medium,Yes,3,Medium,High,Public,6,Male,73
19,95,Low,Yes,8,99,Medium,Yes,0,Low,Medium,Public,2,Male,70
18,81,High,Yes,9,73,High,Yes,1,Medium,High,Public,2,Female,67
16,90,Low,Yes,8,51,Medium,Yes,1,High,Medium,Public,5,Female,67
24,66,Low,No,7,74,Medium,Yes,0,High,High,Public,2,Male,65
19,74,High,Yes,6,96,Medium,Yes,2,High,Medium,Public,3,Male,69
16,76,High,Yes,6,55,Medium,No,1,Low,,Public,1,Male,65
28,80,Medium,Yes,8,61,Low,Yes,1,Low,Medium,Private,3,Female,68
29,97,High,No,7,86,Medium,Yes,0,Medium,Medium,Public,3,Female,74
16,95,Low,Yes,5,65,High,Yes,0,Medium,Medium,Private,3,Female,68
9,65,Medium,No,4,88,Low,Yes,1,Low,Medium,Public,3,Male,61
26,67,Medium,Yes,10,71,High,Yes,3,Low,Medium,Public,3,Male,67
16,74,High,Yes,6,90,Medium,Yes,1,Low,Medium,Private,4,Female,66
25,72,Low,Yes,6,78,Low,Yes,8,Medium,High,Public,4,Male,69
8,85,Medium,Yes,9,54,Low,Yes,1,Low,High,Private,3,Male,62
25,96,Medium,Yes,5,69,Low,Yes,0,Low,Medium,Public,4,Male,71
13,98,High,Yes,8,67,Medium,Yes,1,Medium,Medium,Private,4,Female,71
24,86,Medium,Yes,10,91,Low,Yes,0,Low,High,Private,4,Female,72
20,94,Medium,Yes,10,81,Low,Yes,1,Medium,High,Public,5,Female,69
14,81,Low,No,6,89,Medium,No,6,Low,High,Private,3,Female,67
18,68,Medium,No,7,69,Medium,Yes,1,Low,High,Public,4,Female,63
24,81,Medium,Yes,6,85,Medium,No,1,Medium,High,Public,4,Male,68
21,82,High,Yes,7,53,Low,Yes,0,High,Medium,Public,2,Male,69
24,90,Medium,Yes,9,52,Low,Yes,0,Low,Medium,Public,3,Female,65
32,69,High,Yes,5,64,Medium,Yes,0,Medium,Medium,Public,3,Female,70
11,75,Medium,No,8,89,Medium,Yes,2,High,High,Private,4,Male,65
30,75,Medium,No,7,77,Medium,Yes,0,Low,Medium,Public,2,Male,67
21,98,Medium,Yes,9,70,Medium,Yes,0,Low,High,Public,1,Male,72
15,78,Medium,Yes,9,95,High,Yes,1,High,High,Public,3,Male,69
12,90,High,Yes,6,75,Low,No,2,Medium,Medium,Public,3,Male,69
19,90,High,No,7,81,Medium,Yes,4,High,High,Public,4,Female,71
26,71,Medium,Yes,8,99,Medium,Yes,1,Medium,High,Public,3,Male,67
19,83,Low,No,8,76,Low,Yes,3,Low,Low,Public,3,Female,65
29,96,Low,No,4,89,Medium,Yes,2,Low,High,Public,2,Female,70
11,79,Medium,No,8,71,Low,Yes,1,Medium,Medium,Private,2,Female,63
20,98,High,Yes,9,52,Medium,Yes,0,Medium,Medium,Private,3,Male,71
12,69,High,Yes,7,92,Low,Yes,1,Medium,Medium,Public,3,Female,64
22,63,Medium,Yes,8,97,High,Yes,5,Medium,Medium,Private,3,Male,69
25,96,Low,No,9,72,Low,Yes,0,Low,Medium,Private,3,Male,69
17,94,Medium,Yes,7,75,Medium,Yes,1,Low,High,Public,3,Male,70
4,100,High,No,8,71,Low,Yes,2,Low,Medium,Private,4,Female,64
21,87,Medium,No,7,100,Low,Yes,1,Low,Medium,Public,3,Male,70
23,97,Medium,No,7,95,Medium,Yes,0,Medium,High,Private,4,Female,74
22,93,Medium,Yes,6,52,Medium,Yes,1,Low,Medium,Public,3,Female,69
27,94,Low,Yes,7,89,Medium,Yes,3,Low,Medium,Private,2,Female,73
14,83,Medium,Yes,10,80,Medium,Yes,1,Medium,High,Private,3,Female,66
24,75,High,Yes,6,51,High,No,1,Medium,High,Public,3,Male,67
27,97,High,No,8,72,Medium,Yes,6,Low,Medium,Public,2,Female,76
9,77,Medium,No,7,57,Low,Yes,2,Medium,Low,Public,3,Male,61
22,82,Low,Yes,9,94,High,Yes,0,Medium,Medium,Public,4,Female,68
17,78,Medium,Yes,9,51,High,Yes,1,Low,Medium,Private,3,Male,63
20,83,High,Yes,6,94,Medium,Yes,1,Low,Medium,Public,2,Male,67
22,79,Low,Yes,6,97,Low,Yes,3,High,Medium,Public,3,Male,66
17,62,High,Yes,6,54,Low,Yes,2,Medium,High,Public,3,Male,62
16,95,High,Yes,6,86,Medium,Yes,0,Low,High,Private,3,Male,69
20,78,Medium,No,6,77,Medium,Yes,3,Medium,Medium,Private,3,Male,67
13,84,Medium,No,8,98,Low,No,2,Medium,Medium,Public,2,Female,66
13,66,High,Yes,6,90,Medium,Yes,2,Low,Medium,Public,3,Male,63
24,60,Medium,No,6,85,Low,Yes,1,High,Medium,Public,2,Male,64
13,70,Low,Yes,6,96,High,Yes,2,Medium,Medium,Private,5,Male,64
24,88,Low,No,8,58,Medium,Yes,1,Low,High,Public,3,Male,67
23,64,Low,Yes,7,69,High,Yes,4,High,Medium,Public,3,Male,66
10,96,High,Yes,7,92,Medium,Yes,1,Low,Low,Public,1,Female,68
16,69,Medium,Yes,6,55,Medium,Yes,1,Medium,High,Public,1,Male,62
27,68,Medium,Yes,5,97,Low,Yes,1,Medium,Medium,Public,4,Male,68
14,67,High,No,9,87,Medium,Yes,1,Medium,Medium,Private,3,Male,63
17,61,Medium,No,7,72,Low,Yes,1,Medium,High,Public,2,Male,62
23,91,High,No,10,67,High,Yes,2,Low,Medium,Public,2,Male,72
25,95,Medium,No,8,57,Low,Yes,4,Low,Medium,Public,3,Female,69
18,85,Medium,Yes,10,55,High,Yes,3,Medium,High,Public,3,Male,67
16,68,Medium,Yes,8,71,Medium,Yes,1,High,High,Private,3,Male,65
29,71,High,No,7,92,Low,Yes,1,Low,Medium,Public,3,Female,69
30,79,High,Yes,6,77,Medium,Yes,1,Low,Medium,Public,2,Male,72
26,98,Low,Yes,6,73,Medium,Yes,2,Low,Low,Public,3,Female,70
21,70,High,No,9,66,Medium,Yes,1,Medium,Low,Public,4,Male,91
15,89,High,Yes,7,58,Low,Yes,2,Low,Medium,Public,3,Male,65
15,78,Low,Yes,8,100,Low,Yes,0,Low,Medium,Public,3,Female,62
23,72,Low,Yes,8,51,Medium,Yes,2,Low,Medium,Private,3,Male,65
23,78,Medium,Yes,8,66,Medium,Yes,1,Medium,High,Public,1,Female,67
28,63,Medium,No,6,88,High,Yes,4,Medium,High,Public,4,Male,67
24,92,Medium,No,9,76,Medium,Yes,2,High,Medium,Public,2,Female,72
11,70,Medium,Yes,7,66,Low,Yes,1,Medium,High,Public,3,Female,60
26,89,Medium,No,7,100,Low,Yes,0,Medium,Low,Public,3,Female,69
14,63,Medium,No,8,81,Low,Yes,0,Medium,Low,Private,5,Female,61
18,98,Low,Yes,7,65,Medium,Yes,1,High,Medium,Private,4,Female,70
22,68,Medium,No,4,92,High,Yes,2,High,Medium,Public,3,Male,68
32,95,Medium,Yes,9,58,Medium,Yes,2,Medium,Medium,Private,4,Male,75
39,92,Medium,No,9,73,Medium,Yes,1,Medium,Medium,Public,4,Male,75
24,99,High,No,4,92,Low,Yes,2,High,Medium,Private,3,Male,72
19,79,Low,Yes,5,99,High,Yes,1,Low,Medium,Private,4,Female,66
23,89,Low,No,10,69,Low,Yes,5,Medium,Medium,Public,4,Male,71
25,75,Low,No,7,57,High,Yes,4,Low,High,Public,5,Male,70
18,67,Medium,Yes,7,78,Low,Yes,2,Medium,Medium,Public,3,Female,63
31,78,High,Yes,6,97,Low,Yes,0,Medium,High,Public,3,Male,72
21,67,Medium,Yes,5,83,Medium,Yes,1,Low,High,Private,5,Male,65
23,99,Medium,Yes,7,80,Low,Yes,3,Low,Low,Private,2,Male,71
24,64,Medium,Yes,8,65,Medium,Yes,0,Medium,Medium,Public,3,Female,65
23,84,Medium,Yes,7,80,Medium,Yes,1,Medium,High,Private,3,Female,69
25,85,Medium,Yes,8,94,Medium,Yes,3,Medium,High,Public,3,Male,71
16,82,Medium,Yes,10,69,Medium,Yes,2,Low,Medium,Public,4,Male,68
17,86,Low,No,6,62,Low,Yes,2,Medium,High,Public,4,Female,66
13,65,High,No,7,74,Low,Yes,0,High,Medium,Public,2,Male,60
23,82,Medium,No,9,69,Medium,Yes,0,High,Medium,Public,3,Female,68
25,71,Medium,Yes,6,73,Medium,Yes,1,Low,Medium,Private,4,Female,67
23,98,Medium,No,7,55,Medium,Yes,3,High,High,Private,4,Male,71
30,90,High,No,10,67,High,Yes,2,Medium,Medium,Private,6,Male,74
20,99,Low,No,6,91,Medium,Yes,2,Medium,Low,Public,4,Male,70
24,62,Low,No,9,70,Low,Yes,2,Low,Medium,Public,2,Female,63
13,71,Medium,No,7,98,Medium,Yes,0,Medium,Medium,Public,3,Male,64
18,68,Medium,Yes,10,85,High,Yes,3,Low,Medium,Public,3,Male,66
24,60,Medium,Yes,5,68,Medium,Yes,0,Medium,Low,Public,3,Female,64
25,70,High,Yes,7,63,Medium,Yes,1,Medium,High,Private,3,Male,69
18,87,Medium,Yes,5,84,Medium,Yes,2,Medium,Low,Private,4,Male,71
20,69,High,No,6,65,Medium,Yes,1,Low,Medium,Public,2,Female,64
11,80,Medium,Yes,6,96,Low,Yes,1,Low,High,Public,3,Male,65
18,96,High,No,7,56,Low,Yes,2,Medium,Medium,Private,1,Female,69
25,88,Medium,No,5,51,Medium,Yes,1,Medium,Low,Public,1,Female,68
23,76,Medium,Yes,7,61,Medium,Yes,3,Medium,Low,Public,4,Male,68
23,75,High,Yes,8,80,High,Yes,0,Low,High,Private,4,Female,68
20,78,Low,Yes,5,92,Low,Yes,1,Medium,Medium,Public,3,Male,65
20,67,High,No,6,59,Low,Yes,1,Medium,Medium,Private,4,Female,65
16,85,Medium,No,10,79,Low,Yes,1,High,Medium,Private,3,Male,66
24,75,High,No,7,57,Medium,Yes,0,Medium,Medium,Public,1,Male,66
23,94,Medium,Yes,4,78,Medium,Yes,2,High,High,Public,4,Male,71
23,90,High,Yes,5,51,Medium,Yes,0,Low,High,Public,1,Male,68
17,84,Low,Yes,7,78,Low,Yes,0,High,High,Public,5,Female,65
7,75,Medium,Yes,7,76,Medium,Yes,0,Medium,Low,Private,4,Female,63
27,68,High,No,6,52,Medium,Yes,1,Medium,Low,Private,5,Female,66
17,91,High,Yes,10,84,Medium,Yes,7,Low,High,Public,4,Male,71
15,79,Low,Yes,10,79,Medium,Yes,2,Low,Medium,Private,4,Male,65
24,69,Medium,Yes,7,81,Low,Yes,3,Medium,Medium,Private,4,Female,68
18,68,Medium,Yes,8,76,High,Yes,2,High,Medium,Public,3,Male,66
26,67,Low,No,8,86,Medium,Yes,2,Low,Medium,Public,2,Female,64
24,91,Medium,Yes,9,76,High,Yes,1,Low,Low,Public,4,Female,70
24,69,High,Yes,6,96,Medium,Yes,4,High,Medium,Public,4,Male,70
12,81,Medium,No,10,97,Low,Yes,1,Low,,Private,5,Female,66
27,78,Medium,Yes,7,86,Medium,Yes,3,Medium,,Public,2,Female,70
22,83,High,No,8,96,Medium,No,2,Medium,High,Public,0,Female,71
18,95,Low,No,7,96,Medium,Yes,2,Medium,High,Private,4,Male,70
21,95,Medium,No,7,63,Medium,Yes,1,Low,Medium,Private,4,Male,70
9,78,High,Yes,7,100,Low,Yes,2,Medium,Medium,Public,2,Male,66
22,61,High,No,5,63,Low,Yes,1,Low,Medium,Public,3,Male,64
14,77,High,No,4,51,Low,Yes,5,Low,Medium,Public,3,Male,66
12,84,High,Yes,7,98,High,Yes,1,Low,Medium,Public,3,Female,68
11,82,Low,No,6,61,Low,Yes,2,Medium,Medium,Public,2,Female,61
27,86,Medium,Yes,8,79,Medium,Yes,2,Low,High,Private,4,Male,72
16,66,High,No,8,99,Medium,Yes,1,Low,High,Private,3,Male,66
29,86,Low,Yes,7,52,Medium,Yes,1,Low,Medium,Public,3,Female,68
17,67,Low,No,9,63,High,Yes,1,Low,High,Public,4,Male,61
10,90,High,Yes,7,80,Low,Yes,0,Medium,Medium,Public,5,Female,67
